class,Tweet
neg,'@mikasounds  welcom home mikati x .. i think i replayed to you too much ..khalas &quot;arabic wored &quot; i am done   say hi to yassmen'
neg,'Damn you West Brom... I knew I should have put Schwarzer as my goalie instead of giving Given another week '
neg,'@Aprilknob Sorry you still arent feeling great '
neg,'Just found my White shoes under my dads work boots. Who does that to shoes!? Now there out of shape and marked '
neg,'@miraclebabe1 Youll never know, theyre a mystery  '
neg,'@ThePhoton Pero Clint Eastwood se muere al final   ay wey...spoiler!'
neg,'nina! you think youve got problems. Ive been doing this drama for almost 5months..  GET OUT while your hearts still beating! x '
neg,'@somegirlsays is highly unfair for poverty-stricken fans '
neg,'Wishing it wasnt raining so that we could do some yard work '
neg,'missing Ling and Jeremy  &amp;working on Art!!'
neg,'i really shouldnt be allowed to do the washing - mostly ends in a desaster '
neg,'@MysteryGroup by any chance r u guys members of other groups put together??.. btw it sucks that chick-fil-a isnt open sry '
neg,'Got up, had eggs, and did my stripper aerobics. Realized I do some of those moves when bored but for no one '
neg,'Im doing... nothing. Is there some brazilian people here? '
neg,'@MalcolmnHouston Im good, happy. Dont need lots of folks 2 follow/follow me. Looking at houses today. Condo I am renting, foreclosure.   '
neg,'Aah. Sun burned  avocado fest today in fallbrook! I get to see pup today, brett, lisa, and hopefully more!'
neg,'The sun has gone now '
neg,'Technology in 1998 was horrible. I have found one old old video in which I am very interested in watching, and it has no audio.   '
neg,'Lian why arent u talking to me? '
neg,'Crap...I just got hungry. 2.5 hours until I can satisfy this craving.  Lets see if I can sleep the entire flight.'
neg,'@TheLink305 wish I was ther '
neg,'Wow... I figured that at 11am on a Sunday at least one study room would be open in the Link, but nooope. Not even one of the booths! '
neg,'@coolbell any luck with the harry potter search? i looked for daniel radcliffe and could only find fake ones '
neg,'making some food b4 we head to the beach 1 last time '
neg,' but youre taking steps to change it!'
neg,'Good morning!!! I thinl the rain is on the way here '
neg,'Its 11pm, and Im hungry. '
neg,'@brigittepicot what time do you end school tomorrow '
neg,'Damn....I fell asleep when I got home from work yesterday (4:30ish) and I just now woke up.  what a waste of a Saturday night '
neg,'@macbella2  tis so sad! its my exam week and I feel like crap-ola!'
neg,'Sigh @TheBubs is down for a nap since we were up at 6am; me, I have a meeting in less than an hour at my house. '
neg,'I am seriously feeling like shizz tonight. Im freezing even though its really hot inside. A cough, colds, sore throat. Fever maybe? '
neg,'missed @amyinohio @shannonb @momminitup &amp; @oamcortney at last nights #bigdealmoms meet up '
neg,'is thinking RIP Steph '
neg,'Church by myself since the hubby works on sundays now '
neg,'has been shopping &amp; is now pretty broke '
neg,'Deadline on Wednesday, but cant write!!  Having separation anxiety with my 10-year old mobile number.'
neg,'@garrett hmm, really havent developed a taste for olives yet. i should try! i dont have a taste for red wine, either.  '
neg,'Time to hit the books again '
neg,'if asking the next question anyway makes you a good interviewer...  @meetthepress @SenJohnMcCain @newtgingrich @davidgregory'
neg,'@jtannenwald no TTC HD for me  kills me I cant DirecTV re tree coverage blocking dish line of sight. Btw, wish Fox Soccer offered HD'
neg,'@lamborghinibow  i hope u feel better Bow Wow!'
neg,'@iamvillafuerte Left it in the cab, it was in my skirt pocket. Didnt bring a bag na kasi aaaargh so stupid  Cry cry cry.'
neg,'@nareshk no idea, man! the wait is painful '
neg,'@rdeal1 Whats so good about it? '
neg,'@CarMaKi  you missed the zombie walk...always next year though right!?'
neg,'is finally seeing the girls later ? but after some serious essay writing '
neg,'@mileyupdates : WHERE ARE YOU ? We are waiting for you in Germany! YAY!                             But you dont see me '
neg,'searching for slythe,latis,blythes dolls..  i just want one!'
neg,'Ugh... sunburn from yesterdays game is really uncomfortable... '
neg,'@alwaysmommy Im jealous! Its raining and gloomy here, so we have to stay indoors. '
neg,'@RyTron Theyre playing tonight at the Tranzac, opening for a band. Cover is $20 tho '
neg,'i miss you '
neg,'@kellysmelly1  lots this hols, but has hardly seen u. none of us have hardly seen u.  and we all miss u so much. seen u'
neg,'@highfiveandcody  do you golf?'
neg,'Just found out she isnt getting her direct messages on twitter...sorry Im not ignoring anyone '
neg,'@JerseyGrl61 speaking of rain, whats going on here?! I had my heart set on the lake today '
neg,'#asot400 4 hours left '
neg,'Essay is finally done.....school tomorrow. Im going to have to get up early...7.30 a.m. '
neg,'@HeatherShea long time. How you been? ive lost my voice '
neg,'http://twitpic.com/3li79 - i took ALL of these down today  there are even more on other walls!'
neg,'@BlueEyedBex Yesterday was perfectly wonderful - today its cold '
neg,'@nicktoria whats wrooong? '
neg,'Crap... School Tomorrow... Ughhhh '
neg,'@afutrell Yep, i was too far away to speak '
neg,'not doing anything, im so bored ... '
neg,'Waiting for twitterfeeds. '
neg,'Missing my friend '
neg,'@AllotmentViv I tried that with ants, they just laughed at me and carried on! '
neg,'@its_Dani_x sorting my room still. seriously bored and want to play out  hows the work coming along?? x'
neg,'doesnt understand why someone who &quot;loves&quot; me hurts me so damn much so often!  '
neg,'I feel like crap on this fine mornin... gettin sick  I need my medicine'
neg,' called in again'
neg,'Guess im not seeing dakota today '
neg,'@Miley Cyrus hiya miley are you really hannah montanna and mileycrus im a big fan of you but i never get to watch you '
neg,'@AlanColon always - but cant as we discussed.    have fun.'
neg,'I wonder why sometimes my cursor becomes aliased. What happened to the smooth edges and the shadow? '
neg,'I feel nauseous  Not good'
neg,'..where did the weekend go '
neg,'@rawdawgbuffalo Its lovely in the T-dot right now...well be getting rain tomorrow...  '
neg,'Getting ready for work ; 12-7 '
neg,'@Skitchilicious I hate that feeling. Your body starts going into protest and it always starts in your gut.  I cant wait till youre done '
neg,'At work.   See you all at lunch, or later....'
neg,'doing some laundry, getting ready, then lunch and the Civic...then homework '
neg,'@Raybeauty222 word!!! Thats not fair! I want that job too!!  Tell Monica hook me up'
neg,'finished studying chem! ready to sleep but not yet sleeping haha. my parents are not back yet!! the level camp form is still unsigned '
neg,'@dan_greenwood nope... preparing for Championship football next season '
neg,'@harriet75 aww sorry your having a bad day   whats matter ? if you dont mind me asking '
neg,'Waiting for Reny.... '
neg,'theres no way i can go to the invisible children rally. too short notice and all that shit. i am now upset '
neg,'Damnit.  Caught favourite necklace on kitchen cupboard. Strangled self then snapped chain. '
neg,'God hates me '
neg,'@ahhkatesheridan hahahaha yesss. can we have an OC watching marathon? i only have season one.  and omfg i hated oliver SO MUCH.'
neg,'Need to spend the rest of the day finishing my Media Studies coursework. Its so difficult!! '
neg,'*sigh* i have to go to church soon '
neg,'is not feeling so well today... my back is super sore '
neg,'Good morning world! a hot and sunny day in socal and I am indoors slaving away '
neg,'@blahpro same story with everyone I think  #3YP'
neg,'@edinburghblog The Sheeps Heid is nowhere near as good as it used to be '
neg,'In the streetz of L.A. going to the pharmacy... my lil prince is sick  Super Mommys on duty!'
neg,'Man...getting up at 10 was horrible....I hardly slept at all. '
neg,'@Sjj_KimDanielle oh I live in wildwood. On the bus now. Gotta go to ac, buy things then take another bus to absecon. '
neg,'Woken up with pains in my chest  Ive slept thru earthquakes...but chest pains wake me..... ????'
neg,'Gearing up for work tommorow  Still tryna find a way of merging my love for hiphop and writing with work...so work is longer WERK!'
neg,'@toniareda awed you poor thing  just bake some cookies, that will make you feel better ;)?'
neg,'hmm these new neighbours may prove a challenge  A prayer for tolerance on my part may be for the best.'
neg,'@thestapeliaco glad you liked the link. id love to get an original of one like that, but none are available. '
neg,'Dogwood Festival @ Piedmont park today.... and its supposed to rain '
neg,'naaah. nothing i dont already hav. '
neg,'just got a lead for a wedding from a bride who forgot to put the last part of her email address. '
neg,'Boooooooooo. Staying indoors while the sun is shining '
neg,'Dude everytime I check my Twitter pg, I have less followers then before '
neg,'cold rainy    ....................  :]'
neg,'@AndyBumatai  or your favorite rock tune in muzak...make me sad  '
neg,'@ElenaBrowne  awww  same. i miss my mum LMAO. xx'
neg,'@jcivey I know ;) I was making a general comment on absent friends  '
neg,'What is this sunshine and heat that people are speaking of? '
neg,'@bellss ; i wish i didnt have to go either  &lt;3'
neg,'Butbutbut then again, its like the last day I get to hang with my cuzzies. And that wont be likely to happen '
neg,'has done a load of art. is tired. but going to do some more in a bit '
neg,'learn for the school  !!!'
neg,'@PushPlayCJ aww now u tell me '
neg,'Hmm, coffee at Nolitas used to be so good... What happened? '
neg,'I will sleep with a broken heart tonight... '
neg,'my girls are sick '
neg,'Gah! Why does he have to go away for a week '
neg,'BORED!! mtv junkie..really DONT want to go to work '
neg,'Its so cold in here '
neg,'phew, back from Spring Harvest *sadface* and lots of work to do  still, Dweeb were awesomely rad! \m/'
neg,'I just saw a picture that make me feel really confuse '
neg,'hi Phil went out to check the info on the cruise and the cruise sold out '
neg,'Is wondering where lauren is. '
neg,'is well hungry, and is rocking out to Within Temptation!!!!!!!!!!! I miss Jamie! '
neg,'@Klutz315 like all of them??which means you not gonna be much in New Moon?? '
neg,'is really bored.   http://plurk.com/p/p0o7s'
neg,'My eyes are so sleepy '
neg,'@poynterlubz awww,  im sure itll be okay, just don t think about the single being released, etc. x '
neg,'spent most of the afternoon asleep in the garden. Thank fuck I dont burn. Work in 5 hours '
neg,'Mum wont upload Italy pictures yet. '
neg,'@jek91 yess we need to do that too. and thats depressing  perhaps you should have gone to john hopkins and made things a little more c ...'
neg,'Yummy. Chocolate Rasberry Truffle coffee this morning. Enjoy the rest of your weekend friends. I think my sons game will be cancelled '
neg,'is still sick and missing her LARA meeting &amp; critique group.  BOO TO BEING ILL!!! '
neg,'@Typewriter oh, see, if I only had a red chair. alas, I cannot write in the taupe chair '
neg,'@aanaravs cool! Wish we had Netflix here too '
neg,'Doing courseworkkkkkk  '
neg,'@elmooo_ @elmooo_ haha, same. theres nothing good on tv '
neg,'i wish you were thereeeeeeeee '
neg,'@hollymcombs Hi is ths really holly?! Your a great actress! I miss charmed!!  Please write back! xxx'
neg,'Im trying to tan in the Ireland sun...too bad that I cant!  '
neg,'wow, i thought i was cool because i got a follower. well it was a sex toy shop just advertising. i guess im not as cool as i thought '
neg,'@jlaudio shame Im in the UK then isnt it  '
neg,'Come on United!!!! Our boy Ryan not playing though.  I hope hes playing next Sat when I go.'
